,number_of_rooms,area,storey_number,total_storey_number,price,district,complex_name,year,condition
14188,3,140.0,20,33,73000000,Алматы,Highvill Park,2013,хорошее
14189,1,14.0,3,5,5300000,Алматы,,1984,евроремонт
14190,1,42.8,12,12,17000000,Есиль,Инфинити,2012,хорошее
14191,1,45.0,7,15,18800000,Алматы,Сенатор,2018,евроремонт
14192,2,76.0,7,12,26000000,Алматы,Туркестан,2012,хорошее
14193,3,77.1,8,9,35000000,Есиль,,2004,евроремонт
14194,1,45.0,8,10,19000000,Сарыарка,,2009,хорошее
14195,5,169.2,4,18,57000000,,Бурлин,2011,черновая
14196,1,24.0,1,3,6000000,Есиль,,2016,хорошее
14197,1,40.0,6,7,15000000,Есиль,Family Town,2016,евроремонт
14198,2,54.0,13,15,17000000,Сарыарка,Формула успеха,2009,евроремонт
14199,4,153.1,2,9,90000000,Есиль,Baqyt Premium,2018,евроремонт
14200,2,60.0,10,23,19500000,Алматы,Томирис,2021,
14201,2,62.0,7,10,30700000,Есиль,Baqyt Premium,2018,хорошее
14202,2,54.4,4,13,25300000,Есиль,Олимп палас,2015,евроремонт
14203,1,50.0,6,9,20000000,Алматы,Казанат,2020,евроремонт
14204,1,37.0,8,14,18000000,Есиль,Времена года.,2017,хорошее
14205,1,36.0,1,9,14299999,Есиль,,2010,хорошее
14206,2,45.0,1,4,13500000,Сарыарка,,1964,среднее
14207,2,57.0,9,9,17500000,Алматы,Сымбат,2006,хорошее
14208,1,35.3,1,5,10500000,Сарыарка,,1983,хорошее
14209,3,62.0,4,5,21500000,Алматы,,1988,хорошее
14210,1,35.3,1,,10500000,Сарыарка,,1983,хорошее
14211,2,77.9,2,10,25000000,Сарыарка,,2019,
14212,1,42.0,6,12,13500000,Сарыарка,Улытау,2013,хорошее
14213,1,37.0,1,6,10449900,Сарыарка,,2010,хорошее
14214,3,93.0,10,16,39999999,Есиль,Коркем,2019,евроремонт
14215,1,43.0,8,10,16000000,Есиль,Инфинити,2014,хорошее
14216,3,89.0,5,12,40000000,Есиль,АСИ,2014,евроремонт
14217,2,96.0,9,17,30300000,Есиль,Алатау,2009,хорошее
14218,1,39.0,7,7,13500000,Алматы,Спутник,2019,евроремонт
14219,5,208.0,3,4,110000000,,Астана Сити,2005,евроремонт
14220,3,110.0,12,16,42000000,Есиль,Триумф Астаны,2009,хорошее
14221,3,63.7,12,14,28000000,Есиль,Отандастар,2009,евроремонт
14222,2,58.3,7,13,23000000,Алматы,,2017,евроремонт
14223,2,77.0,3,12,26000000,Есиль,Инфинити,2011,среднее
14224,3,99.2,11,16,35000000,Алматы,,2015,евроремонт
14225,3,76.0,3,9,25500000,Алматы,Сарайшик,2015,евроремонт
14226,2,89.3,3,12,40000000,Есиль,Краун Плаза,2008,евроремонт
14227,4,162.0,8,21,80000000,Алматы,Гранд Астана,2012,евроремонт
14228,1,35.0,5,5,12300000,Алматы,,2015,евроремонт
14229,3,99.78,,,41038486,Есиль,Headliner,2021,
14230,2,45.4,,,14000000,Сарыарка,,1964,евроремонт
14231,2,42.0,2,5,11750000,Алматы,,1971,хорошее
14232,3,77.7,4,8,42000000,Есиль,,2018,евроремонт
14233,2,64.0,4,9,18000000,Алматы,Жасыл Астана,2020,черновая
14234,1,20.0,5,5,5500000,Сарыарка,,1972,хорошее
14235,2,48.2,17,20,34000000,Алматы,Highvill Ishim,2020,евроремонт
14236,1,50.0,8,9,15000000,Алматы,,2021,черновая
14237,3,104.0,8,14,46000000,,Зелёный квартал,2021,
14238,2,63.0,3,7,23500000,Есиль,7 Бочек,2004,
14239,2,55.9,6,,21000000,Алматы,Степной,2014,
14240,2,57.0,5,7,33000000,,Barcelona,2018,евроремонт
14241,3,55.3,2,2,20000000,Сарыарка,,1968,хорошее
14242,2,65.0,8,12,23300000,Есиль,Сармат,2012,хорошее
14243,3,73.0,3,5,24500000,Алматы,,1988,евроремонт
14244,3,160.0,2,6,75800000,Есиль,Мадиленд,2016,черновая
14245,2,60.0,5,12,18500000,Сарыарка,,2020,черновая
14246,1,30.0,9,10,12400000,Сарыарка,Аружан,2018,евроремонт
14247,2,65.0,4,10,24500000,Есиль,Manhattan,2018,черновая
14248,2,46.0,2,5,14500000,Алматы,,1978,среднее
14249,3,150.0,27,28,79000000,Сарыарка,Grand Alatau,2010,евроремонт
14250,2,62.0,8,9,19500000,,,2017,евроремонт
14251,1,40.0,4,8,13500000,Алматы,Юпитер,2010,евроремонт
14252,3,160.4,15,18,42500000,Сарыарка,Эмират,2012,евроремонт
14253,2,90.0,10,14,25500000,Сарыарка,Шанырак на,2010,хорошее
14254,3,70.0,,,23000000,Алматы,,1996,хорошее
14255,2,67.0,1,6,25000000,Алматы,Фламинго,2018,евроремонт
14256,1,45.0,2,23,16500000,Алматы,Сенатор,2016,требует
14257,2,46.0,2,5,21000000,Сарыарка,,1980,хорошее
14258,1,41.0,7,7,16290000,Есиль,Family Town,2016,евроремонт
14259,2,53.4,2,5,20000000,Есиль,,2020,черновая
14260,2,51.0,11,12,16300000,Сарыарка,,2015,евроремонт
14261,4,130.0,14,18,72999990,Есиль,Dream City,2016,евроремонт
14262,5,207.3,7,14,47000000,,Тараз,2006,хорошее
14263,4,200.0,3,6,119999999,Алматы,Ак Булак,2003,евроремонт
14264,1,18.0,4,5,5400000,,,1976,хорошее
14265,3,130.0,9,12,46000000,Есиль,Инфинити,2011,хорошее
14266,4,215.0,8,9,68000000,Сарыарка,,2008,среднее
14267,1,36.0,2,9,13500000,Алматы,Караван,2011,хорошее
14268,4,160.0,7,22,145000000,Есиль,Ray Residence,2020,евроремонт
14269,3,72.0,13,25,20500000,Сарыарка,Свечки,1998,хорошее
14270,3,88.7,2,10,29500000,Есиль,Manhattan,2020,черновая
14271,2,70.0,3,,37000000,Сарыарка,Grand Alatau,2007,евроремонт
14272,2,68.0,12,16,27500000,Алматы,,2019,евроремонт
14273,4,138.0,6,6,67000000,Есиль,Премьера,2015,свободная
14274,2,64.6,6,6,18500000,,,2012,евроремонт
14275,3,74.0,10,11,25000000,Алматы,,2016,евроремонт
14276,1,38.7,13,14,14500000,Есиль,Алтын Шар,2018,хорошее
14277,4,123.0,16,21,75000000,,Highvill Park,2018,
14278,1,15.3,6,6,7500000,Сарыарка,,2018,хорошее
14279,4,130.0,7,12,55000000,Сарыарка,Титаник,2000,евроремонт
14280,1,18.0,2,5,4500000,,,1980,среднее
14281,2,42.0,4,16,16500000,Алматы,Мереке,2006,хорошее
14282,2,50.0,4,5,15300000,,,1974,хорошее
14283,2,50.3,3,10,18000000,Сарыарка,,2011,евроремонт
14284,2,60.0,8,24,28500000,Алматы,Millennium Park,2017,евроремонт
14285,2,64.0,4,10,35000000,Есиль,Art House,2017,евроремонт
14286,2,63.4,7,7,23000000,Есиль,Меркурий,2017,хорошее
14287,1,19.8,2,9,8000000,Есиль,,2016,евроремонт
14288,2,43.0,1,5,18500000,Алматы,,1984,требует
14289,2,37.0,5,5,13000000,,,1981,хорошее
14290,1,37.4,7,9,15200000,Есиль,Керемет,2013,хорошее
14291,1,36.7,9,12,13500000,Сарыарка,Возрождение,2010,хорошее
14292,1,18.0,6,6,4300000,Сарыарка,,2016,черновая
14293,1,39.1,4,5,13990000,Алматы,,1997,
14294,4,129.0,8,20,65000000,Есиль,Хайвил Астана,2007,хорошее
14295,1,20.0,2,3,4900000,Есиль,,2000,хорошее
14296,3,48.6,5,5,15500000,Сарыарка,,1973,
14297,2,46.9,11,12,17000000,Сарыарка,Самрук,2005,хорошее
14298,3,94.42,,,37673580,Есиль,,2021,
14299,2,67.2,3,8,35500000,Есиль,Paris,2020,черновая
14300,1,37.0,8,10,13000000,Есиль,Бухар Жырау,2021,черновая
14301,2,63.0,3,7,23500000,Есиль,7 Бочек,2004,
14302,3,106.0,3,19,34000000,Алматы,Алтын Гасыр,2009,евроремонт
14303,2,51.0,7,9,17500000,Есиль,Самрук,2017,хорошее
14304,1,75.0,9,16,24700000,,Эдем палас,2008,евроремонт
14305,1,35.7,3,10,18500000,Есиль,Manhattan,2020,евроремонт
14306,1,37.5,8,8,10000000,Алматы,Венера,2020,
14307,2,75.1,3,8,30000000,Есиль,,2021,черновая
14308,3,76.7,2,5,18000000,Сарыарка,,1995,хорошее
14309,1,42.0,7,9,18600000,Есиль,,2020,евроремонт
14310,4,106.0,1,16,43000000,Есиль,Мисон,2011,евроремонт
14311,1,54.0,8,8,33000000,Есиль,Премьера,2017,евроремонт
14312,3,84.0,3,6,36000000,Есиль,Comfort Town,2015,
14313,2,60.1,8,9,24000000,Сарыарка,,2000,хорошее
14314,2,68.0,9,12,15000000,Алматы,,2020,черновая
14315,1,34.61,5,16,8000000,Сарыарка,,2021,черновая
14316,4,185.0,4,9,55900000,,Наурыз,2006,хорошее
14317,2,55.5,6,12,25000000,Есиль,,2018,евроремонт
14318,3,93.0,8,9,33000000,Есиль,Меркурий,2015,хорошее
14319,2,63.0,5,12,25000000,Есиль,Отандастар,2009,евроремонт
14320,3,94.5,12,12,45000000,Алматы,,2017,евроремонт
14321,1,38.0,7,12,14500000,Есиль,,2016,хорошее
14322,8,353.0,10,31,313500000,,Хайвил Астана,2016,
14323,2,68.0,14,14,35000000,Сарыарка,Edel,2017,евроремонт
14324,3,93.0,6,17,32000000,Есиль,,2008,евроремонт
14325,3,101.82,,,40868541,Есиль,Crocus City,2022,
14326,5,250.0,9,11,69000000,Сарыарка,,2000,евроремонт
14327,2,48.0,1,6,15800000,Алматы,,1989,хорошее
14328,2,67.0,13,17,26000000,,Жар Жар,2012,хорошее
14329,2,51.0,6,9,17499900,Сарыарка,,2012,
14330,1,33.0,5,5,9700000,Сарыарка,,1964,хорошее
14331,3,80.0,4,9,33500000,Алматы,Жигер,2014,евроремонт
14332,3,72.09,3,22,25000000,Есиль,Sezim Qala,2021,требует
14333,2,93.0,6,9,40000000,Есиль,Алматы,2006,хорошее
14334,1,40.0,1,4,15000000,Есиль,Family Town,2015,хорошее
14335,1,38.8,1,5,12500000,Сарыарка,,2010,хорошее
14336,3,110.0,1,6,61000000,Алматы,Сулу,2015,евроремонт
14337,2,49.0,5,7,17000000,Есиль,,2015,
14338,1,36.0,5,6,11800000,Сарыарка,,2010,среднее
14339,2,68.35,,,23526931,Есиль,Capital Park,2022,
14340,2,96.5,9,,36000000,Есиль,Алатау,2007,хорошее
14341,2,52.0,3,9,16399900,Сарыарка,,2012,хорошее
14342,2,93.0,6,9,40000000,Есиль,Алматы,2006,хорошее
14343,2,43.0,5,5,14300000,Алматы,,1982,хорошее
14344,1,39.9,7,9,13800000,Есиль,,2018,хорошее
14345,2,53.0,3,9,16399900,Сарыарка,,2012,хорошее
14346,1,32.0,2,9,10000000,Сарыарка,,2014,хорошее
14347,1,42.0,7,9,18000000,Есиль,Sport City,2020,евроремонт
14348,2,60.0,10,24,22000000,Алматы,7Я,2018,хорошее
14349,2,46.0,3,5,14990000,Алматы,,1985,евроремонт
14350,5,150.0,1,1,33700000,,,2017,евроремонт
14351,3,54.5,5,5,16000000,Сарыарка,,1968,хорошее
14352,2,56.0,11,13,16799900,Сарыарка,Успех,2006,евроремонт
14353,1,18.0,3,5,6000000,Алматы,,1987,среднее
14354,2,60.0,12,12,24000000,Есиль,Сармат,2011,евроремонт
14355,1,32.0,4,5,8799900,Сарыарка,,1964,евроремонт
14356,4,112.87,,,39277020,Есиль,Capital Park,2022,
14357,1,30.0,7,1,12000000,Алматы,,2005,хорошее
14358,1,39.6,20,25,14000000,,,2010,евроремонт
14359,1,22.0,1,5,5900000,Сарыарка,,1975,хорошее
14360,1,22.0,1,5,5900000,Сарыарка,,1975,хорошее
14361,3,82.0,17,19,28500000,Алматы,,2015,евроремонт
14362,1,36.0,9,15,15999990,Есиль,Тумар,2013,евроремонт
14363,1,36.5,1,5,11000000,Есиль,ЮГ,2015,евроремонт
14364,2,61.8,6,7,29000000,Есиль,VIP городок,2013,хорошее
14365,1,39.0,1,10,14000000,Сарыарка,Ак Тилек,2016,хорошее
14366,2,80.0,8,14,31500000,Есиль,Crocus City,2021,черновая
14367,3,138.14,18,21,62934989,Есиль,Atlant,2022,
14368,2,63.0,4,9,30000000,Алматы,Баян Сулу,2015,евроремонт
14369,3,79.0,1,10,25000000,Алматы,Достык,2007,евроремонт
14370,3,100.7,9,12,29000000,,Хан Тенгри,2012,евроремонт
14371,3,100.0,7,10,40500000,Алматы,,2016,евроремонт
14372,2,51.0,11,12,16300000,Сарыарка,,2015,
14373,2,63.0,10,16,18500000,Алматы,Мирас,2006,хорошее
14374,1,40.0,12,12,18000000,Есиль,Expo Towers,2017,евроремонт
14375,3,93.0,21,23,35000000,Есиль,,2017,евроремонт
14376,1,37.0,5,5,14500000,,,2005,хорошее
14377,3,74.8,2,3,15700000,Есиль,,2021,черновая
14378,5,245.0,3,3,115000000,Алматы,Ак Булак,2003,хорошее
14379,3,75.0,7,7,40000000,Есиль,Family Town,2015,хорошее
14380,1,18.0,3,5,6000000,Сарыарка,,1980,хорошее
14381,3,90.0,8,12,31000000,Сарыарка,Самрук,2007,хорошее
14382,2,102.1,5,9,45000000,Есиль,Caspian Palace,2012,хорошее
14383,4,125.0,5,6,35000000,Алматы,,1999,хорошее
14384,2,49.0,18,20,37000000,Алматы,Highvill Ishim,2020,евроремонт
14385,3,101.0,10,13,38000000,Алматы,Теремок,2016,
14386,1,35.0,1,9,16300000,Есиль,,2014,хорошее
14387,4,160.0,3,5,55000000,Сарыарка,,2005,евроремонт
14388,4,187.0,8,8,95000000,,Smart House,2018,евроремонт
14389,4,155.0,13,18,65000000,,7 Континент,2007,евроремонт
14390,3,97.5,7,12,41500000,Есиль,Зам Зам,2018,хорошее
14391,2,80.0,8,14,31500000,Есиль,Crocus City,2021,черновая
14392,2,65.0,2,9,24900000,Алматы,Сказочный мир,2011,евроремонт
14393,1,53.1,1,9,19800000,Есиль,Венский квартал,2016,евроремонт
14394,4,160.0,2,,101000000,Алматы,Хайвил Астана,2016,евроремонт
14395,3,60.0,2,5,18000000,Алматы,,1993,
14396,3,56.4,3,5,18000000,Алматы,,1967,хорошее
14397,2,46.0,,,22000000,Сарыарка,,1972,
14398,2,43.0,3,5,13000000,Сарыарка,,1967,хорошее
14399,2,72.0,4,9,23000000,Есиль,Q garden,2021,черновая
14400,1,12.0,4,5,5200000,Сарыарка,,1986,
14401,1,43.6,15,17,17500000,Есиль,Алтын Шар,2020,хорошее
14402,1,42.3,8,8,17500000,Есиль,Камал,2017,евроремонт
14403,3,90.0,14,14,32499999,Есиль,Лазурный квартал,2014,евроремонт
14404,2,43.0,5,9,16500000,Есиль,Nova City,2017,
14405,1,35.6,5,9,15000000,Сарыарка,,1998,хорошее
14406,1,54.0,3,9,15500000,,Эксклюзив,2015,евроремонт
14407,2,78.0,6,12,25000000,,Хан Тенгри,2010,евроремонт
14408,3,156.0,,,74000000,Алматы,Хайвил Астана,2015,
14409,2,45.0,2,5,14000000,Сарыарка,,1973,хорошее
14410,2,58.0,9,16,20000000,Алматы,,2017,
14411,2,65.0,5,17,19500000,Сарыарка,Гармония,2012,
14412,3,111.0,4,10,34900000,Алматы,Новосел,2007,хорошее
14413,1,41.0,14,14,19500000,Есиль,,2013,хорошее
14414,3,67.0,1,9,24000000,Алматы,,1993,хорошее
14415,1,37.8,6,7,12000000,Алматы,Алтын Отау,2020,свободная
14416,5,258.0,6,7,160000000,Есиль,Арай,2016,евроремонт
14417,1,41.0,1,9,14500000,Есиль,,2015,хорошее
